00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000028	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000028	0000001d	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000028	0000001d	00000007	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000028	0000001d	00000007	ffff0000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000028	0000001d	00000007	ffff0000	4fff0000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000028	0000001d	00000007	ffff0000	4fff0000	00010000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000028	0000001d	00000007	ffff0000	4fff0000	00010000	02230000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000028	0000001d	00000007	ffff0000	4fff0000	00010000	02230000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
00000000	0000000b	00000016	00000028	000007d0	000007dc	00000fac	00000fc2	00000fcd	00000fcd	00000028	00000000	00000000	00000000	00000028	0000001d	00000007	ffff0000	4fff0000	00010000	02230000	00000001	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000	00000000
